period,cusip,shrs,value_thousands,n_holders
2023-03-31,53228T101,12531676.0000,3281660.0000,89
2023-03-31,64081V109,62202980.0000,255526230.0000,126
2023-03-31,65345M108,83854905.0000,170760186.0000,158
2023-03-31,714157203,3512959.0000,39472193.0000,42
2023-03-31,74836W203,6418338.0000,37522946.0000,54
2023-03-31,667746101,7981363.0000,229145772.0000,158
2023-03-31,68621F102,53164844.0000,97952224.0000,189
2023-03-31,69376K106,28128957.0000,214517725.0000,94
2023-03-31,72815G108,29589322.0000,104316786.0000,143
2023-03-31,73757R102,13111085.0000,173643453.0000,159
2023-03-31,740444104,2154512.0000,222908201.0000,143
2023-03-31,74179A107,2512277.0000,63978271.0000,76
2023-03-31,74880P104,12872291.0000,60282469.0000,90
2023-03-31,75282U104,9277050.0000,50686001.0000,52
2023-03-31,763165107,8318093.0000,142544536.0000,124
2023-03-31,76674Q107,62287253.0000,246698710.0000,174
2023-03-31,774515100,5421119.0000,118214133.0000,103
2023-03-31,81374A105,9338390.0000,68778881.0000,109
2023-03-31,825698103,29049759.0000,560406811.0000,274
2023-03-31,825704109,33511651.0000,608867734.0000,193
2023-03-31,828359109,6774828.0000,114721880.0000,118
2023-03-31,82835W108,53150275.0000,340550096.0000,113
2023-03-31,82836G102,18417252.0000,412404837.0000,141
2023-03-31,830940102,12551885.0000,199416027.0000,113
2023-03-31,85917T109,80469210.0000,879272944.0000,143
2023-03-31,866683105,57429137.0000,1020827334.0000,207
2023-03-31,868873100,12455119.0000,225936447.0000,184
2023-03-31,887098101,4803671.0000,113965620.0000,77
2023-03-31,88822Q103,13449179.0000,177484395.0000,147
2023-03-31,901476101,8051613.0000,75714494.0000,66
2023-03-31,902673102,5967777.0000,630962122.0000,228
2023-03-31,913290102,4942873.0000,85908304.0000,93
2023-03-31,918284100,10794089.0000,456754003.0000,144
2023-03-31,920437100,610691.0000,28519580.0000,66
2023-03-31,92538J106,38123267.0000,736550370.0000,188
2023-03-31,92557A101,7775817.0000,31799691.0000,78
2023-03-31,928031103,1790218.0000,61705311.0000,66
2023-03-31,96758W101,75094532.0000,779156963.0000,190
2023-03-31,989817101,17981428.0000,281385899.0000,216
2023-03-31,G3730V105,86968544.0000,2336780537.0000,247
2023-03-31,36269P104,6684494.0000,17725288.0000,64
2023-03-31,36831E108,41356754.0000,316156814.0000,127
2023-03-31,368678108,6519841.0000,89345581.0000,66
2023-03-31,37892E102,11607894.0000,285272071.0000,158
2023-03-31,379463102,6973761.0000,60294549.0000,104
2023-03-31,384556106,7035794.0000,83364808.0000,82
2023-03-31,404111106,7826290.0000,134744948.0000,113
2023-03-31,420877201,12636713.0000,508629507.0000,201
2023-03-31,433537107,67608452.0000,710283154.0000,125
2023-03-31,44951W106,17178965.0000,719752191.0000,150
2023-03-31,452521107,17192730.0000,123116903.0000,191
2023-03-31,003881307,21073897.0000,63403002.0000,111
2023-03-31,004816104,2205653.0000,47402332.0000,46
2023-03-31,00507W206,4673038.0000,39378602.0000,89
2023-03-31,01644J108,48420098.0000,601087196.0000,154
2023-03-31,02875D109,7272562.0000,60060480.0000,124
2023-03-31,03823U102,8737486.0000,18596338.0000,71
2023-03-31,03837C106,20072423.0000,53491158.0000,70
2023-03-31,05366Y201,8125562.0000,242838018.0000,173
2023-03-31,05367P100,37355018.0000,1132099007.0000,245
2023-03-31,05580M108,13061454.0000,348082788.0000,221
2023-03-31,068463108,5658796.0000,443228133.0000,227
2023-03-31,077347201,650859.0000,21822233.0000,24
2023-03-31,09075A108,31241133.0000,31657492.0000,99
2023-03-31,12326C105,10563338.0000,163912845.0000,154
2023-03-31,14070T102,9063180.0000,123355642.0000,128
2023-03-31,14574X104,15743762.0000,30910457.0000,81
2023-03-31,14713L102,53871808.0000,66805017.0000,125
2023-03-31,16150R104,6602368.0000,617340835.0000,209
2023-03-31,164024101,1664838.0000,63180841.0000,62
2023-03-31,16842Q100,7763885.0000,15525084.0000,55
2023-03-31,168905107,13894813.0000,493648652.0000,251
2023-03-31,17306X102,7976708.0000,135068374.0000,127
2023-03-31,174903104,5599266.0000,49114297.0000,54
2023-03-31,17878Y207,10997735.0000,210963300.0000,78
2023-03-31,18482P103,9117405.0000,378909599.0000,252
2023-03-31,202608105,19546373.0000,125203916.0000,107
2023-03-31,20563P101,972386.0000,14551696.0000,60
2023-03-31,205826209,20674262.0000,246769887.0000,206
2023-03-31,206704108,17867085.0000,109726093.0000,125
2023-03-31,21044C107,40001932.0000,1031555987.0000,229
2023-03-31,210751103,40585739.0000,124059257.0000,163
2023-03-31,23204G100,25760135.0000,422080396.0000,263
2023-03-31,23331S100,33751256.0000,105508833.0000,132
2023-03-31,23753F107,25556122.0000,174745930.0000,178
2023-03-31,26210V102,62242341.0000,1621643505.0000,239
2023-03-31,26929N102,4404784.0000,79607910.0000,58
2023-03-31,269796108,11743118.0000,292115955.0000,229
2023-03-31,27032D304,94608782.0000,1169591987.0000,249
2023-03-31,292812104,46053085.0000,463208187.0000,134
2023-03-31,30219E103,19100963.0000,13708422.0000,104
2023-03-31,311642102,18876373.0000,427453494.0000,225
2023-03-31,31189V109,2648652.0000,10851027.0000,41
2023-03-31,317585404,10043674.0000,152414018.0000,162
2023-03-31,33741H107,2065924.0000,32947414.0000,51
2023-03-31,358010106,4910805.0000,32246665.0000,37
2023-03-31,457679108,79014166.0000,91767409.0000,92
2023-03-31,45769N105,3526329.0000,22636856.0000,52
2023-03-31,45782N108,21731917.0000,244464305.0000,145
2023-03-31,461147100,5630999.0000,97455230.0000,92
2023-03-31,46134L105,5616379.0000,64041055.0000,89
2023-03-31,461804106,731819.0000,105546402.0000,102
2023-03-31,46564T107,19342980.0000,73108225.0000,97
2023-03-31,46620W201,3466408.0000,70622649.0000,72
2023-03-31,47973J102,11948327.0000,179901000.0000,144
2023-03-31,50101L106,54638385.0000,769552212.0000,209
2023-03-31,511795106,5309228.0000,69742770.0000,68
2023-03-31,51504L107,938599.0000,17795957.0000,40
2023-03-31,520776105,19420699.0000,854990105.0000,93
2023-03-31,52110H100,11192475.0000,129566791.0000,67
2023-03-31,53216B104,5673136.0000,7918282.0000,54
2023-03-31,53222Q103,8773065.0000,49276850.0000,86
2023-03-31,53263P105,4201943.0000,63197965.0000,57
2023-03-31,535219109,35099274.0000,321486596.0000,171
2023-03-31,53803X105,28059565.0000,494742027.0000,258
2023-03-31,56155L108,38283733.0000,138951045.0000,101
2023-03-31,590479135,11268156.0000,23922903.0000,72
2023-03-31,59064R109,5016087.0000,857928227.0000,272
2023-03-31,59540G107,6997150.0000,156124122.0000,127
2023-03-31,60649T107,13435264.0000,87549553.0000,85
2023-03-31,629337106,28314991.0000,29850216.0000,113
2023-03-31,630402105,29475402.0000,871413254.0000,293
2023-03-31,632347100,1505250.0000,96956796.0000,81
2023-03-31,634865109,1432170.0000,40035966.0000,83
2023-03-31,63886Q109,8037899.0000,77573725.0000,64
2023-03-31,04035M102,47839150.0000,122228825.0000,135
2023-03-31,361008105,43080515.0000,372869163.0000,173
2023-03-31,37637K108,73993470.0000,2464162890.0000,321
2023-03-31,45783Q100,8804190.0000,33836617.0000,98
2023-03-31,45827U109,54729969.0000,2403278157.0000,208
2023-03-31,46266A109,5753917.0000,189738659.0000,139
2023-03-31,69913P105,25089721.0000,371275458.0000,169
2023-03-31,74467Q103,21851629.0000,245187342.0000,218
2023-03-31,782011100,43901864.0000,131561565.0000,139
2023-03-31,918090101,65530735.0000,916572667.0000,300
2023-03-31,395259104,8749016.0000,58619584.0000,92
2023-03-31,397624206,2652530.0000,181312710.0000,141
2023-03-31,439038100,7781197.0000,132499709.0000,112
2023-03-31,45166V106,18511969.0000,1971906.0000,74
2023-03-31,20459V105,14338752.0000,93922868.0000,89
2023-03-31,74934Q108,4127614.0000,288749892.0000,176
2023-03-31,21871X109,146646390.0000,1944682290.0000,195
2023-03-31,23284F105,35544855.0000,45704182.0000,100
2023-03-31,02083X103,8260556.0000,120721063.0000,115
2023-03-31,84863T106,9402270.0000,73401814.0000,112
2023-03-31,86337R103,1998858.0000,1027471.0000,44
2023-03-31,88080T104,24435787.0000,19969777.0000,100
2023-03-31,09077B104,32718174.0000,79743419.0000,104
2023-03-31,96209A104,591154783.0000,452225658.0000,210
2023-03-31,18452B209,34096744.0000,76339666.0000,140
2023-03-31,26414D106,112659683.0000,1729181408.0000,215
2023-03-31,185123106,110954758.0000,1750288187.0000,192
2023-03-31,29283F103,153121613.0000,2836972064.0000,202
2023-03-31,45674M101,107595739.0000,1716388262.0000,184
2023-03-31,74276L105,32854443.0000,773338861.0000,174
2023-03-31,113004105,235980423.0000,7311050759.0000,648
2023-03-31,11259V106,17416951.0000,306492879.0000,127
2023-03-31,02155H200,43178673.0000,158871710.0000,189
2023-03-31,04930R107,18850619.0000,299099299.0000,89
2023-03-31,35953C106,72663965.0000,201929441.0000,141
2023-03-31,74955L103,3411947.0000,57383395.0000,95
2023-03-31,346232101,17638612.0000,264041277.0000,161
2023-03-31,60255C885,3918170.0000,12226286.0000,107
2023-03-31,608550109,24409031.0000,8956933.0000,50
2023-03-31,805111101,83419283.0000,137879015.0000,84
2023-03-31,85512G106,10389359.0000,162174740.0000,189
2023-03-31,78486Q101,1177461.0000,463357.0000,96
2023-03-31,48563L101,4252781.0000,55558507.0000,81
2023-03-31,33830T103,7169146.0000,116755869.0000,110
2023-03-31,89455T109,34497991.0000,786255050.0000,195
2023-03-31,591774104,9639250.0000,249731246.0000,189
2023-03-31,26818M108,54232196.0000,604029482.0000,188
2023-03-31,21874C102,239592179.0000,5412084079.0000,274
2023-03-31,00152K101,77474178.0000,41782285.0000,67
2023-03-31,98420N105,57680452.0000,1906299145.0000,222
2023-03-31,108621103,13775557.0000,105462423.0000,152
2023-03-31,19046P209,7542318.0000,223371425.0000,192
2023-03-31,33748L101,56775606.0000,895103442.0000,163
2023-03-31,872657101,38565169.0000,1018641896.0000,162
2023-03-31,74319N100,20629911.0000,250726497.0000,148
2023-03-31,88830M102,50512710.0000,451934562.0000,267
2023-03-31,45845P108,27646765.0000,325929721.0000,225
2023-03-31,90041L105,15595591.0000,262959035.0000,165
2023-03-31,449585108,17836817.0000,176929779.0000,133
2023-03-31,75382E109,33149020.0000,493135232.0000,168
2023-03-31,26142R104,783132.0000,14798199.0000,10
2023-03-31,002120202,34663762.0000,72459391.0000,44
2023-03-31,46571Y107,21180116.0000,489694166.0000,226
2023-03-31,47103N106,127806038.0000,1163024246.0000,221
2023-03-31,264120106,19442.0000,157806.0000,5
2023-03-31,02208R106,4650.0000,1131.0000,13
2023-03-31,82669G104,763362.0000,130077.0000,73
2023-03-31,371532102,10530718.0000,347584328.0000,226
2023-03-31,456237106,50905127.0000,131821384.0000,261
2023-03-31,649604501,10826.0000,3488.0000,5
2023-03-31,700666100,6079765.0000,66320654.0000,82
2023-03-31,75902K106,7726338.0000,177080867.0000,124
2023-03-31,868358102,6255775.0000,40233682.0000,85
2023-03-31,92747V106,22648959.0000,23712034.0000,97
2023-03-31,911549103,10299583.0000,3635461.0000,46
2023-03-31,92337C104,97633688.0000,38879071.0000,97
2023-03-31,38068T105,22364507.0000,19848451.0000,101
2023-03-31,68404V100,47733836.0000,90774291.0000,79
2023-03-31,86877M209,26888211.0000,17035985.0000,94
2023-03-31,05759B107,23487601.0000,34516839.0000,116
2023-03-31,44952J104,25684051.0000,278622684.0000,198
2023-03-31,03842K200,10486488.0000,5009691.0000,80
2023-03-31,488445206,6130709.0000,28863962.0000,80
2023-03-31,00848J104,139119476.0000,2108453405.0000,174
2023-03-31,320551104,21194603.0000,81833509.0000,105
2023-03-31,320866106,7503945.0000,190895991.0000,153
2023-03-31,34984V209,5738958.0000,118640033.0000,93
2023-03-31,40701T104,5315645.0000,52948244.0000,74
2023-03-31,74167B109,17194675.0000,143091650.0000,147
2023-03-31,810648105,31024923.0000,203058443.0000,85
2023-03-31,01438T106,35623012.0000,331464071.0000,145
2023-03-31,01446U103,8292786.0000,121579886.0000,101
2023-03-31,021513106,38440090.0000,53653122.0000,153
2023-03-31,02215L209,18998595.0000,580398396.0000,154
2023-03-31,10482B101,43889759.0000,137809183.0000,167
2023-03-31,10948C107,88429588.0000,489165321.0000,205
2023-03-31,230031106,32174621.0000,307391482.0000,152
2023-03-31,231082801,10107277.0000,30349323.0000,113
2023-03-31,23130Q107,3945690.0000,4607549.0000,57
2023-03-31,38983D300,14132212.0000,92092913.0000,84
2023-03-31,50107A104,32357009.0000,40683868.0000,121
2023-03-31,67079K100,22156672.0000,192782214.0000,143
2023-03-31,74383L105,9164203.0000,36405774.0000,113
2023-03-31,744413105,22671565.0000,23766087.0000,66
2023-03-31,233912104,631503.0000,173698806.0000,88
2023-03-31,51509F105,10991092.0000,98462846.0000,147
2023-03-31,677864100,3180161.0000,116219067.0000,96
2023-03-31,682143102,19728844.0000,66402486.0000,120
2023-03-31,68235C107,55658220.0000,19512390.0000,69
2023-03-31,24477E103,112368596.0000,1148689808.0000,233
2023-03-31,396879108,827518.0000,9297701.0000,41
2023-03-31,43114Q105,12347514.0000,285778260.0000,126
2023-03-31,43538H103,39780493.0000,107132292.0000,160
2023-03-31,43689E107,3285990.0000,100382545.0000,102
2023-03-31,438333106,39060724.0000,67755155.0000,152
2023-03-31,45828L108,149295746.0000,2047957509.0000,168
2023-03-31,46323Q105,22869920.0000,7784661.0000,86
2023-03-31,51819L107,32653657.0000,87569339.0000,189
2023-03-31,68236H204,10090936.0000,10511772.0000,89
2023-03-31,79957L100,419147.0000,15004471.0000,45
2023-03-31,80007P869,22046553.0000,193583904.0000,201
2023-03-31,81752R100,25913719.0000,189423955.0000,154
2023-03-31,82620P102,7911691.0000,119410923.0000,126
2023-03-31,911684108,14536611.0000,264747835.0000,190
2023-03-31,913483103,10357875.0000,85024987.0000,162
2023-03-31,027745108,4225323.0000,136931579.0000,117
2023-03-31,693149106,4879822.0000,103106040.0000,111
2023-03-31,804395101,10837044.0000,320408214.0000,208
2023-03-31,75689M101,12662336.0000,152876731.0000,112
2023-03-31,75704L104,7483068.0000,130532366.0000,84
2023-03-31,032037103,9068305.0000,20436061.0000,50
2023-03-31,03213A104,49792717.0000,542897085.0000,190
2023-03-31,032724106,30975314.0000,628747042.0000,169
2023-03-31,03464Y108,28095216.0000,204685778.0000,66
2023-03-31,47012E403,3985637.0000,51757452.0000,88
2023-03-31,46565G104,35684796.0000,432057658.0000,225
2023-03-31,53838L100,87626023.0000,270413599.0000,67
2023-03-31,62878D100,130751256.0000,1694321302.0000,203
2023-03-31,76129W105,3370560.0000,5293023.0000,51
2023-03-31,83417Q204,106419723.0000,889155922.0000,216
2023-03-31,91829F104,7895094.0000,88549039.0000,84
2023-03-31,139737100,3944773.0000,61268022.0000,101
2023-03-31,74930B105,7411069.0000,104937985.0000,113
2023-03-31,749360400,2963903.0000,24065936.0000,70
2023-03-31,750102105,180891536.0000,334713897.0000,188
2023-03-31,75321W103,73893193.0000,368590442.0000,192
2023-03-31,76243J105,60245228.0000,1052257697.0000,186
2023-03-31,83946P107,4486287.0000,82755043.0000,123
2023-03-31,843380106,5365145.0000,191556012.0000,141
2023-03-31,146103106,9295577.0000,122479310.0000,133
2023-03-31,638517102,2848849.0000,631933438.0000,171
2023-03-31,69353Y103,51207483.0000,225099004.0000,173
2023-03-31,04302A104,8829614.0000,36071285.0000,84
2023-03-31,04746L104,23534311.0000,54239093.0000,115
2023-03-31,150837607,5552827.0000,12138936.0000,82
2023-03-31,153527106,9447986.0000,360413948.0000,209
2023-03-31,155685100,5625850.0000,106063580.0000,90
2023-03-31,15643U104,5274260.0000,143142712.0000,157
2023-03-31,15673T100,19990766.0000,67902662.0000,97
2023-03-31,28249U105,24777340.0000,21035020.0000,112
2023-03-31,282559103,70543150.0000,943355964.0000,195
2023-03-31,64119V303,67163774.0000,1060291308.0000,253
2023-03-31,71535D106,27011077.0000,70871388.0000,94
2023-03-31,87969B101,36823599.0000,86259587.0000,186
2023-03-31,28852N109,33929042.0000,395483748.0000,217
2023-03-31,29103W104,7169404.0000,24641852.0000,76
2023-03-31,29249E109,30926551.0000,681014213.0000,163
2023-03-31,66405S100,4119143.0000,121596301.0000,120
2023-03-31,666762109,3606663.0000,145373501.0000,115
2023-03-31,89386L100,36761640.0000,146400506.0000,60
2023-03-31,05380C102,5774208.0000,71613051.0000,99
2023-03-31,72814N104,29595762.0000,178201940.0000,131
2023-03-31,729273102,2032407.0000,67226012.0000,57
2023-03-31,12529R107,37237904.0000,97579355.0000,178
2023-03-31,05988J103,17917705.0000,242065030.0000,248
2023-03-31,172922106,4451205.0000,90092257.0000,102
2023-03-31,296056104,2851915.0000,32183623.0000,67
2023-03-31,29667J101,4519127.0000,168122272.0000,127
2023-03-31,00032Q104,14332130.0000,99388291.0000,101
2023-03-31,000868109,2489675.0000,78417747.0000,93
2023-03-31,00108J109,29325538.0000,310009617.0000,189
2023-03-31,00109K105,6850864.0000,74582705.0000,111
2023-03-31,06211J100,2325914.0000,167658622.0000,125
2023-03-31,063425102,8399082.0000,174107178.0000,163
2023-03-31,30041T104,8184308.0000,50699882.0000,67
2023-03-31,981419104,5482358.0000,439432886.0000,176
2023-03-31,88556E102,59086625.0000,127794154.0000,124
2023-03-31,077347300,6617914.0000,203083388.0000,144
2023-03-31,30069T101,23442144.0000,480629430.0000,165
2023-03-31,08915P101,9322995.0000,67418225.0000,133
2023-03-31,30263Y104,4329105.0000,93220382.0000,92
2023-03-31,98422X101,23143235.0000,649374909.0000,217
2023-03-31,218683100,4025821.0000,56737527.0000,65
2023-03-31,22041X102,22581349.0000,397266964.0000,206
2023-03-31,319390100,5314128.0000,125025083.0000,124
2023-03-31,319835104,3940323.0000,66330857.0000,71
2023-03-31,00773J103,41323457.0000,8770879.0000,55
2023-03-31,192010106,8244439.0000,1250225.0000,34
2023-03-31,69526K105,38931495.0000,301486957.0000,187
2023-03-31,70439P108,15640405.0000,136318611.0000,81
2023-03-31,74168J101,41733789.0000,487009674.0000,111
2023-03-31,34629L103,52720891.0000,91750986.0000,60
2023-03-31,836100107,27146972.0000,71990549.0000,82
