cik,entityName,val,accn,end,fy,fp,form,filed,frame,year,tag,is_10k
1136893,"Fidelity National Information Services, Inc.",1938000000.0,0001136893-25-000014,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1136893,"Fidelity National Information Services, Inc.",522000000.0,0001136893-26-000013,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1136893,"Fidelity National Information Services, Inc.",4045000000.0,0001136893-26-000013,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1136893,"Fidelity National Information Services, Inc.",1425000000.0,0001136893-26-000013,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1137774,PRUDENTIAL FINANCIAL INC,1013000000.0,0001137774-18-000063,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1137774,PRUDENTIAL FINANCIAL INC,2000000000.0,0001137774-19-000058,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1137774,PRUDENTIAL FINANCIAL INC,1250000000.0,0001137774-20-000065,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1137774,PRUDENTIAL FINANCIAL INC,1500000000.0,0001137774-21-000049,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1137774,"Prudential Financial, Inc.",2500000000.0,0001137774-22-000038,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1137774,"Prudential Financial, Inc.",500000000.0,0001137774-23-000040,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1137774,PRUDENTIAL FINANCIAL INC,2500000000.0,0001137774-24-000045,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1137774,PRUDENTIAL FINANCIAL INC,1488000000.0,0001137774-25-000044,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1137774,"Prudential Financial, Inc.",1012000000.0,0001137774-26-000048,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1137774,"Prudential Financial, Inc.",1000000000.0,0001137774-26-000048,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1137774,"Prudential Financial, Inc.",1000000000.0,0001137774-26-000048,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1137789,Seagate Technology Holdings plc,1087000000.0,0001193125-17-248796,2015-07-03,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1137789,Seagate Technology Holdings plc,1090000000.0,0001193125-18-238271,2016-07-01,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1137789,Seagate Technology Holdings plc,361000000.0,0001137789-20-000057,2018-06-29,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1137789,Seagate Technology Holdings plc,963000000.0,0001137789-21-000049,2019-06-28,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1137789,Seagate Technology Holdings plc,850000000.0,0001137789-22-000055,2020-07-03,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1137789,Seagate Technology Holdings plc,2047000000.0,0001137789-23-000049,2021-07-02,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1137789,Seagate Technology Holdings plc,1799000000.0,0001137789-24-000068,2022-07-01,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1137789,Seagate Technology Holdings plc,0.0,0001137789-25-000157,2024-06-28,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1137789,Seagate Technology Holdings plc,0.0,0001137789-26-000159,2025-06-27,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1137789,Seagate Technology Holdings plc,176000000.0,0001137789-26-000159,2026-07-03,,,,,,2026,PaymentsForRepurchaseOfCommonStock,False
1138118,"CBRE GROUP, INC.",161034000.0,0001138118-21-000012,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1138118,"CBRE GROUP, INC.",145137000.0,0001138118-22-000010,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1138118,"CBRE GROUP, INC.",50028000.0,0001138118-23-000009,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1138118,"CBRE GROUP, INC.",369000000.0,0001138118-24-000006,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1138118,"CBRE GROUP, INC.",1850000000.0,0001138118-25-000005,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1138118,"CBRE GROUP, INC.",665000000.0,0001138118-26-000005,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1138118,"CBRE GROUP, INC.",627000000.0,0001138118-26-000005,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1138118,"CBRE GROUP, INC.",968000000.0,0001138118-26-000005,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1140536,WILLIS TOWERS WATSON PLC,82000000.0,0001140536-18-000016,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1140536,WILLIS TOWERS WATSON PLC,396000000.0,0001564590-19-004912,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1140536,WILLIS TOWERS WATSON PLC,532000000.0,0001564590-20-006736,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1140536,WILLIS TOWERS WATSON PLC,602000000.0,0001564590-21-007578,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1140536,WILLIS TOWERS WATSON PLC,150000000.0,0000950170-22-001932,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1140536,WILLIS TOWERS WATSON PLC,0.0,0000950170-23-004303,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1140536,WILLIS TOWERS WATSON PLC,1627000000.0,0000950170-24-018575,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1140536,WILLIS TOWERS WATSON PLC,3530000000.0,0000950170-25-026278,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1140536,WILLIS TOWERS WATSON PLC,1000000000.0,0001193125-26-069307,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1140536,WILLIS TOWERS WATSON PLC,901000000.0,0001193125-26-069307,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1140536,WILLIS TOWERS WATSON PLC,1650000000.0,0001193125-26-069307,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1140859,"Cencora, Inc.",1859106000.0,0001140859-17-000047,2015-09-30,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1140859,"Cencora, Inc.",2266344000.0,0001140859-18-000053,2016-09-30,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1140859,"Cencora, Inc.",329929000.0,0001140859-19-000040,2017-09-30,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1140859,"Cencora, Inc.",639235000.0,0001140859-20-000050,2018-09-30,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1140859,AMERISOURCEBERGEN CORP,674031000.0,0001140859-21-000058,2019-09-30,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1140859,AMERISOURCEBERGEN CORP,420449000.0,0001140859-22-000098,2020-09-30,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1140859,"CENCORA, INC.",82150000.0,0001140859-23-000197,2021-09-30,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1140859,"CENCORA, INC.",483704000.0,0001140859-24-000177,2022-09-30,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1140859,"Cencora, Inc.",1180728000.0,0001140859-26-000012,2023-09-30,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1140859,"Cencora, Inc.",1491367000.0,0001140859-26-000012,2024-09-30,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1140859,"Cencora, Inc.",435471000.0,0001140859-26-000012,2025-09-30,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1141391,Mastercard Inc,3518000000.0,0001141391-18-000009,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1141391,Mastercard Inc,3511000000.0,0001141391-19-000013,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1141391,Mastercard Inc,3762000000.0,0001141391-20-000032,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1141391,Mastercard Inc,4933000000.0,0001141391-21-000018,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1141391,Mastercard Incorporated,6497000000.0,0001141391-22-000023,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1141391,Mastercard Incorporated,4473000000.0,0001141391-23-000020,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1141391,Mastercard Incorporated,5904000000.0,0001141391-24-000022,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1141391,Mastercard Incorporated,8753000000.0,0001141391-25-000011,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1141391,Mastercard Incorporated,9032000000.0,0001141391-26-000013,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1141391,Mastercard Incorporated,10954000000.0,0001141391-26-000013,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1141391,Mastercard Incorporated,11727000000.0,0001141391-26-000013,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1145197,INSULET CORPORATION,0.0,0001145197-26-000028,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1145197,INSULET CORPORATION,0.0,0001145197-26-000028,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1145197,INSULET CORPORATION,59600000.0,0001145197-26-000028,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1156039,"Elevance Health, Inc.",1515800000.0,0001156039-18-000003,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1156039,"Elevance Health, Inc.",0.0,0001156039-19-000004,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1156039,"Elevance Health, Inc.",1998000000.0,0001156039-20-000003,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1156039,"Elevance Health, Inc.",1685000000.0,0001156039-21-000012,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1156039,"ANTHEM, INC.",1701000000.0,0001156039-22-000009,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1156039,"Elevance Health, Inc.",2700000000.0,0001156039-23-000109,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1156039,"ELEVANCE HEALTH, INC.",1900000000.0,0001156039-24-000015,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1156039,"ELEVANCE HEALTH, INC.",2316000000.0,0001156039-25-000010,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1156039,"ELEVANCE HEALTH, INC.",2676000000.0,0001156039-26-000013,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1156039,"ELEVANCE HEALTH, INC.",2900000000.0,0001156039-26-000013,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1156039,"ELEVANCE HEALTH, INC.",2605000000.0,0001156039-26-000013,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1163165,ConocoPhillips,0.0,0001193125-18-049729,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1163165,ConocoPhillips,126000000.0,0001193125-19-043841,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1163165,ConocoPhillips,3000000000.0,0001562762-20-000421,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1163165,ConocoPhillips,2999000000.0,0001562762-21-000027,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1163165,ConocoPhillips,3500000000.0,0001562762-22-000031,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1163165,ConocoPhillips,892000000.0,0001163165-23-000006,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1163165,ConocoPhillips,3623000000.0,0001163165-24-000010,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1163165,ConocoPhillips,9270000000.0,0001163165-25-000012,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1163165,ConocoPhillips,5400000000.0,0001163165-26-000009,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1163165,ConocoPhillips,5463000000.0,0001163165-26-000009,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1163165,ConocoPhillips,5018000000.0,0001163165-26-000009,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1164727,NEWMONT CORPORATION,98000000.0,0001164727-21-000027,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1164727,NEWMONT CORPORATION,479000000.0,0001164727-22-000007,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1164727,NEWMONT CORPORATION,521000000.0,0001164727-23-000035,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1164727,NEWMONT CORPORATION,525000000.0,0001164727-24-000016,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1164727,NEWMONT CORPORATION,0.0,0001164727-25-000011,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1164727,NEWMONT CORPORATION,0.0,0001164727-26-000010,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1164727,NEWMONT CORPORATION,1246000000.0,0001164727-26-000010,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1164727,NEWMONT CORPORATION,2303000000.0,0001164727-26-000010,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1166691,Comcast Corporation,7175000000.0,0001166691-18-000004,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1166691,Comcast Corporation,5352000000.0,0001166691-19-000005,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1166691,Comcast Corporation,5435000000.0,0001166691-20-000008,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1166691,Comcast Corporation,5320000000.0,0001166691-21-000008,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1166691,COMCAST CORPORATION,504000000.0,0001166691-22-000009,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1166691,COMCAST CORPORATION,534000000.0,0001166691-23-000010,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1166691,COMCAST CORPORATION,4672000000.0,0001166691-24-000011,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1166691,COMCAST CORPORATION,13328000000.0,0001166691-25-000011,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1166691,COMCAST CORPORATION,11291000000.0,0001628280-26-004994,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1166691,COMCAST CORPORATION,9103000000.0,0001628280-26-004994,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1166691,COMCAST CORPORATION,7155000000.0,0001628280-26-004994,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1174922,"WYNN RESORTS, LIMITED",7199000.0,0001174922-18-000019,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1174922,"WYNN RESORTS, LIMITED",14017000.0,0001174922-19-000021,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1174922,"WYNN RESORTS, LIMITED",17771000.0,0001174922-20-000024,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1174922,"WYNN RESORTS, LIMITED",159544000.0,0001174922-21-000029,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1174922,"WYNN RESORTS, LIMITED",66986000.0,0001174922-22-000031,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1174922,"WYNN RESORTS, LIMITED",11533000.0,0001174922-23-000048,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1174922,"WYNN RESORTS, LIMITED",13842000.0,0001174922-24-000046,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1174922,"WYNN RESORTS, LIMITED",187499000.0,0001174922-25-000039,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1174922,"WYNN RESORTS, LIMITED",212455000.0,0001174922-26-000013,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1174922,"WYNN RESORTS, LIMITED",401802000.0,0001174922-26-000013,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1174922,"WYNN RESORTS, LIMITED",380109000.0,0001174922-26-000013,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1175454,"Corpay, Inc.",0.0,0001175454-18-000007,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1175454,"Corpay, Inc.",187678000.0,0001175454-19-000004,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1175454,"Corpay, Inc.",402393000.0,0001175454-20-000008,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1175454,"Corpay, Inc.",958696000.0,0001175454-21-000022,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1175454,"FLEETCOR Technologies, Inc.",694909000.0,0001628280-22-004531,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1175454,"FLEETCOR Technologies, Inc.",849910000.0,0001628280-23-005444,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1175454,"FLEETCOR Technologies, Inc.",1355722000.0,0001628280-24-008060,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1175454,"Corpay, Inc.",1405200000.0,0001628280-25-008746,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1175454,"Corpay, Inc.",686859000.0,0001175454-26-000018,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1175454,"Corpay, Inc.",1287998000.0,0001175454-26-000018,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1175454,"Corpay, Inc.",782818000.0,0001175454-26-000018,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1260221,TransDigm Group Incorporated,0.0,0001260221-17-000060,2015-09-30,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1260221,TransDigm Group Incorporated,207755000.0,0001260221-18-000070,2016-09-30,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1260221,TransDigm Group Incorporated,389821000.0,0001260221-19-000043,2017-09-30,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1260221,TransDigm Group Incorporated,0.0,0001260221-20-000099,2018-09-30,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1260221,TransDigm Group Incorporated,0.0,0001260221-21-000134,2019-09-30,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1260221,TransDigm Group Incorporated,19000000.0,0001260221-22-000065,2020-09-30,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1260221,TransDigm Group Incorporated,0.0,0001260221-23-000081,2021-09-30,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1260221,TransDigm Group Incorporated,912000000.0,0001260221-24-000083,2022-09-30,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1260221,TransDigm Group Incorporated,0.0,0001260221-25-000081,2023-09-30,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1260221,TransDigm Group Incorporated,0.0,0001260221-25-000081,2024-09-30,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1260221,TransDigm Group Incorporated,500000000.0,0001260221-25-000081,2025-09-30,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1262039,"FORTINET, INC.",60000000.0,0001262039-18-000009,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1262039,"FORTINET, INC.",110800000.0,0001262039-19-000006,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1262039,"FORTINET, INC.",446300000.0,0001262039-20-000011,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1262039,"FORTINET, INC.",211800000.0,0001262039-21-000008,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1262039,"FORTINET, INC.",145100000.0,0001262039-22-000008,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1262039,"FORTINET, INC.",1080100000.0,0001262039-23-000010,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1262039,"FORTINET, INC.",741800000.0,0001262039-24-000014,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1262039,"FORTINET, INC.",1991200000.0,0001262039-25-000011,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1262039,"FORTINET, INC.",1500500000.0,0001262039-26-000007,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1262039,"FORTINET, INC.",600000.0,0001262039-26-000007,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1262039,"FORTINET, INC.",2289800000.0,0001262039-26-000007,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1267238,"Assurant, Inc.",292900000.0,0001628280-18-001695,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1267238,"Assurant, Inc.",863100000.0,0001628280-19-001767,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1267238,"Assurant, Inc.",388900000.0,0001267238-20-000004,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1267238,"Assurant, Inc.",139300000.0,0001267238-21-000010,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1267238,"Assurant, Inc.",271800000.0,0001267238-22-000006,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1267238,"Assurant, Inc.",297000000.0,0001267238-23-000007,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1267238,"Assurant, Inc.",839300000.0,0001267238-24-000008,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1267238,"Assurant, Inc.",572800000.0,0001267238-25-000008,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1267238,"Assurant, Inc.",193100000.0,0001267238-26-000010,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1267238,"Assurant, Inc.",307400000.0,0001267238-26-000010,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1267238,"Assurant, Inc.",303700000.0,0001267238-26-000010,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1280452,"MONOLITHIC POWER SYSTEMS, INC.",32286000.0,0001437749-18-003639,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1280452,MONOLITHIC POWER SYSTEMS INC,0.0,0001437749-24-006133,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1280452,MONOLITHIC POWER SYSTEMS INC,0.0,0001437749-25-005903,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1280452,MONOLITHIC POWER SYSTEMS INC,3700000.0,0001437749-26-006113,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
